Last Activity;Account Name;Last Modified Date;Parent Account
;Havas - EDP Comercial AE Pombal;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Barcelos;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Mafra;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial AE Mem Martins;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Comercial Seixal Paivas;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Havas - EDP Marquês de Pombal;03-11-2023;EDP - HAVAS DESIGN PORTUGAL, LDA
;Clinica Joaquim Chaves - Colombo;15-09-2023;Clinica Joaquim Chaves Moscavide
;Cedis - Piscina da Constituição;04-12-2025;Cedis - Ágora Cultura e Desporto do Porto, EM, S.A.
;Cedis - Piscina de Cartes;08-06-2022;Cedis - Ágora Cultura e Desporto do Porto, EM, S.A.
;Unilabs Loures | António Caetano;09-03-2026;UNILABS
;Unilabs - Porto | Alfredo Cunha;11-12-2025;UNILABS
;UNILABS ALIJO;22-05-2025;UNILABS
;UNILABS PAREDES - LARGO DA FEIRA;06-02-2026;UNILABS
;UNILABS ERMESINDE - RIBEIRO TELES;22-05-2025;UNILABS
;UNILABS MATEUS - 3 LAGARES;22-05-2025;UNILABS
;UNILABS ERMESINDE;22-05-2025;UNILABS
;UNILABS CHAVES - AV XAVIER TEIXEIRA;22-05-2025;UNILABS
;UNILABS RIO TINTO;22-05-2025;UNILABS
;UNILABS BOMBARRAL - AVENIDA INOCENCIA;17-06-2025;UNILABS
;UNILABS SANTAREM - SAO DOMINGOS;22-05-2025;UNILABS
;UNILABS  ALCANTRA - SANTO AMARO;06-02-2026;UNILABS
;UNILABS VILA REAL - AV. D. DINIS;22-05-2025;UNILABS
;UNILABS - GONDOMAR - SÃO COSME;22-05-2025;UNILABS
;UNILABS QUELUZ - ANTONIO ENNES;22-05-2025;UNILABS
;UNILABS LOURINHÃ - FRANCISCO SÁ CARNEIRO;22-05-2025;UNILABS
;UNILABS VILA DO CONDE - CAXINAS;22-05-2025;UNILABS
;UNILABS SINTRA - ESTRADA DE MEM MARTINS;22-05-2025;UNILABS
;Unilabs Braga | Gualtar;07-05-2025;UNILABS
;Unilabs Braga | Vieira do Minho;07-05-2025;UNILABS
;Unilabs Ferreiros | Jose Vilaça;07-05-2025;UNILABS
;Unilabs Braga | Maximimos;07-05-2025;UNILABS
;Unilabs Braga | Avenida da Liberdade;07-05-2025;UNILABS
;Unilabs Braga | Avenida da Liberdade 370;07-05-2025;UNILABS
;Unilabs Santo Tirso | Sousa Trêpa;05-05-2025;UNILABS
;Unilabs Barcelos - Cândido Cunha;26-04-2025;UNILABS
;Unilabs Monção - Edifício Baluarte;26-04-2025;UNILABS
;Unilabs Vila Verde | Manuel Barbosa;26-04-2025;UNILABS
;UNILABS Santo Tirso | São Martinho do Campo;05-05-2025;UNILABS
;Unilabs Braga | Real 5 Outubro;22-04-2025;UNILABS
;Unilabs Santa Maria da Feira | Vitorino Sá;22-04-2025;UNILABS
;Unilabs Amares | Santo António;06-05-2025;UNILABS
;Unilabs Vila Verde | Luís Vaz Camões;22-04-2025;UNILABS
;Unilabs Braga | Amares;22-04-2025;UNILABS
;Unilabs São Martinho Bispo | Avenida Nova;17-04-2025;UNILABS
;Unilabs Coimbra | Quinta da Várzea;17-04-2025;UNILABS
;Unilabs Coimbra | Luís António Duarte Santos;17-04-2025;UNILABS
;Unilabs Vale de Cambra;14-04-2025;UNILABS
;Unilabs Arouca;14-04-2025;UNILABS
;Unilabs Estarreja | Galerias Santo António;19-03-2025;UNILABS
;Unilabs Maia|Águas Santas;19-03-2025;UNILABS
;Unilabs Porto | Costa Cabral;19-03-2025;UNILABS
;Unilabs Matosinhos | D. Afonso Henriques;15-04-2025;UNILABS
;Unilabs Leça da Palmeira | Combatentes;28-04-2026;UNILABS
;Unilabs Santarém | Teixeira Guedes;19-03-2025;UNILABS
;Unilabs Vila Nova de Gaia | Madalena;19-03-2025;UNILABS
;Unilabs Ovar | Ferreira Castro;16-02-2026;UNILABS
;Unilabs Valongo | 5 de Outubro;05-05-2025;UNILABS
;Unilabs Valadares;04-02-2026;UNILABS
;Unilabs Maia | Castelo da Maia;19-03-2025;UNILABS
;Unilabs Valongo | Padrão;19-03-2025;UNILABS
;Unilabs Arcozelo;19-03-2025;UNILABS
;Unilabs Cantanhede | Largo D.João;19-03-2025;UNILABS
;Unilabs Vila Nova de Gaia | Canidelo;19-03-2025;UNILABS
;Unilabs Viseu Palácio do Gelo;03-02-2026;UNILABS
;Unilabs Viseu São Pedro do Sul;19-03-2025;UNILABS
;Unilabs Amarante | 1º de Maio;19-03-2025;UNILABS
;Unilabs Porto | Antunes Guimarães;06-02-2026;UNILABS
;Unilabs Guimarães Azurém;19-03-2025;UNILABS
;Unilabs Maia Padre António /  Forum Maia;04-05-2026;UNILABS
;Unilabs Carvalhido | Constituição;19-03-2025;UNILABS
;Unilabs Maia | Guardeiras Mira Maia Shopping;07-05-2025;UNILABS
;Unilabs Canelas;19-03-2025;UNILABS
;Unilabs Santa Maria da Feira - Lourosa;06-05-2025;UNILABS
;Unilabs - Clidiral Seixal;11-09-2024;UNILABS
;Unilabs CD Lisboa (CEDI);11-09-2024;UNILABS
;Unilabs Areeiro - Cardioteste;28-02-2025;UNILABS
;Unilabs CD Porto (Batalha - GAER);11-09-2024;UNILABS
;Unilabs CD Amarante;11-09-2024;UNILABS
;Unilabs CD Carvalhos;23-07-2025;UNILABS
;Unilabs - OSS (GINOECO);11-09-2024;UNILABS
;Unilabs CD Matosinhos (ICUF);11-09-2024;UNILABS
;Unilabs - Casa de Saúde da Boavista;11-09-2024;UNILABS
;Unilabs CD Mem Martins I;11-09-2024;UNILABS
;Unilabs CD Viana do Castelo (DMIL);11-09-2024;UNILABS
;Unilabs - CD Porto-Constituição;11-09-2024;UNILABS
;UNILABS_CD Ermesinde;11-09-2024;UNILABS
;UNILABS_CD São João da Madeira;11-09-2024;UNILABS
;UNILABS_Misericórdia de Guimarães;11-09-2024;UNILABS
;UNILABS_CD Santo Tirso;11-09-2024;UNILABS
;UNILABS_ SENHORA DA HORA_MATOSINHOS;31-01-2025;UNILABS
;UNILABS_ CDRE- ALGUEIRAO;31-01-2025;UNILABS
;UNILABS_ CTB - BRAGA;22-05-2026;UNILABS
;UNILABS_ KRUG DE NORONHA_ CD PORTO;31-01-2025;UNILABS
;UNILABS_ CD MAIA;22-04-2025;UNILABS
;UNILABS_ DMIL_ VIANA DO CASTELO _ não usar;31-03-2026;UNILABS
;UNILABS_ SOUSA BARROS_ CD GUIMARAES;31-01-2025;UNILABS
;UNILABS_ SMIC_CLINICA DO DRAGAO;31-01-2025;UNILABS
;UNILABS_PONTE DE LIMA | DR FRANCISCO SA CARNEIRO;23-02-2026;UNILABS
;UNILABS_ DR. CAMPOS COSTA - SANTA MARIA DA FEIRA;21-04-2026;UNILABS
;UNILABS_ CEMEDICAL_SANTA COMBA DÃO;31-01-2025;UNILABS
;UNILABS POVOA DE VARZIM | Dr Leonardo Coimbra;02-03-2026;UNILABS
;UNILABS_ C. CARDIOTORACICO_CLINICA GONDOMAR;31-01-2025;UNILABS
;UNILABS_FAMALICAO |  PADRE FREITAS REIS;15-05-2026;UNILABS
;UNILABS - CENTAC - Centro de Tomografia Computorizada de Aveiro;11-09-2024;UNILABS
;Unilabs - Espinho RUA 20_808;05-02-2026;UNILABS
;Unilabs - Espinho RUA 20_1436;30-01-2026;UNILABS
;Unilabs Porto - Foz (OSS) Fluvial;09-03-2026;UNILABS
18-11-2019;Imag SA (UNILABS);31-01-2025;UNILABS
08-08-2019;UNILABS  X-Maia Imagiologia Médica, Lda.;31-01-2025;UNILABS
08-08-2019;UNILABS_X Gaia Imagiologia Medica Lda;19-02-2026;UNILABS
;UNILABS_SMIC - CASA DA BOAVISTA;31-01-2025;UNILABS
;TML - Odivelas CC Oceano;09-12-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Vila Franca de Xira (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Vila Franca de Xira (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML Moita;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Sesimbra;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Seixal (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML Alcochete;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Setubal (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Palmela;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Almada (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Mafra;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Oeiras (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML -Loures (3);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Odivelas (2);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Loures (2) Sacavém;28-10-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Loures (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Sintra 3;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Sintra 1 - (Portela);03-11-2025;TML - Transportes Metropolitanos de Lisboa
;TML - Seixal (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Oeiras (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Odivelas (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Loures (1)_não usar;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Vila Franca de Xira (1)_não usar;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Montijo;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Setubal (1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Cacilhas (Almada 1);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Amadora (1) (Bosque);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML -Amadora (2) (Estação);26-06-2024;TML - Transportes Metropolitanos de Lisboa
;TML - Sintra 2;26-06-2024;TML - Transportes Metropolitanos de Lisboa
;AMI - (AVEIRO) SÃO JACINTO;08-10-2024;AMI-Tecnologias para Transportes, SA
;AMI - (AVEIRO) FORTE DA BARRA;08-10-2024;AMI-Tecnologias para Transportes, SA
;ÁGUAS DO INTERIOR - NORTE - Peso da Regua;03-04-2024;Águas do Interior Norte
;ÁGUAS DO INTERIOR - NORTE - Torre de Moncorvo;03-04-2024;Águas do Interior Norte
;ÁGUAS DO INTERIOR - NORTE - Vila Real;03-04-2024;Águas do Interior Norte
;ÁGUAS DO INTERIOR - NORTE - Murça;03-04-2024;Águas do Interior Norte
;Farmacia Nova (Labrugeira);25-06-2025;Farmácia Varela
;Barrada Farma _ Farmácia Barrada;25-06-2025;Farmácia Varela
;Farmácia Matos Coelho, Lda;25-06-2025;Farmácia Varela
;Farmácia Catarino, Lda;25-06-2025;Farmácia Varela
26-09-2024;Newbotto, Unipessoal, Lda_Farmácia Nova Alhandra;25-06-2025;Farmácia Varela
;ValorPrudente, Lda_Farmácia Tejo;25-06-2025;Farmácia Varela
;Pioneiros e Orgulhosos, Lda_Farmacia Moderna;25-06-2025;Farmácia Varela
;Hospor Setubal - Luz Saude - Clinica Luisa Todi;14-11-2023;Hospor - Luz Saúde Póvoa do Varzim
;ITAU - Unidade Clisa Amadora;25-01-2024;ITAU – Instituto Técnico de Alimentação Humana
;ITAU - Inst. Tecn. Alimentação Humana - Cristo Rei;25-01-2024;ITAU – Instituto Técnico de Alimentação Humana
;Indaqua Santo Tirso;03-06-2026;INDAQUA S.A.
;Indaqua - Trofa;03-06-2026;INDAQUA S.A.
29-04-2026;Indaqua Vila do Conde - Gestão Aguas Vila do Conde SA;03-06-2026;INDAQUA S.A.
15-07-2022;Indaqua Matosinhos  - Gestão de Aguas de Matosinhos, SA;03-06-2026;INDAQUA S.A.
;Indaqua Oliveira Azeméis - Gest. Águas Ol. Azeméis,S.A.;03-06-2026;INDAQUA S.A.
19-07-2022;Indaqua Fafe - Gestão de Águas de Fafe, SA;03-06-2026;INDAQUA S.A.
;Indaqua Feira - Indústria Águas St Maria da Feira, S.A.;03-06-2026;INDAQUA S.A.
;Intermarche - Tocha;10-03-2026;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche - Covilhã;10-02-2026;ITMP ALIMENTAR, S.A. - Intermarché
;BRICO_SAO_DOMINGOS_RANA_5017;26-01-2026;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche - Cartaxo;19-11-2025;ITMP ALIMENTAR, S.A. - Intermarché
;BRICO_ALMADA;04-09-2025;ITMP ALIMENTAR, S.A. - Intermarché
;BRICO_COVILHÃ;03-09-2025;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche_Viseu_PDV 6171;17-06-2025;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche_Madalena_V.N.Gaia_12268;16-05-2025;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SANTA_MARIA_LAMAS_3206;19-03-2025;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SAMORA_CORREIA_9023;15-04-2025;ITMP ALIMENTAR, S.A. - Intermarché
;BRICO_CARREGADO;03-03-2025;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche - Monte redondo_12269;26-06-2025;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche_Baião_12037;11-11-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CASTRO VERDE_ 8047;25-09-2024;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarché - LOJA VIATODOS_BARCELOS_12038;03-12-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX_INTERMARCHE_FERREIRA DO ALENTEJO_PDV 11919;04-06-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX-INTERMARCHE_ POVOA STA IRIA_11871;15-05-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - INTERMARCHE - RIO MAIOR_PDV03507;28-05-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - INTERMARCHE - CASTRO DAIRE_ 05866;13-05-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - INTERMARCHE CINFAES - 9613;13-05-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX_INTERMARCHE_TORRE de MONCORVO - s/ pdv -;04-06-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX_INTERMARCHE_NELAS_ 11884;04-06-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX_INTERMARCHE_FARO - PDV11927;04-06-2024;ITMP ALIMENTAR, S.A. - Intermarché
;Intermarche Leiria_2057;19-03-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA SAO PEDRO DO SUL_1211_;12-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA VILA NOVA DE SANTO ANDRE_10948;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA MESURA_7916;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA SOURE_ 6301;18-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  SÃO MIGUEL DE PAREDES_ 3946;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché - MEM MARTINS_10751;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  REGUENGOS DE MONSARRAZ_05940;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
31-10-2025;IX - Intermarché -  CASTELO DE PAIVA_6367;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_BUDENS_3209;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ VIEIRA DE LEIRIA_04683;04-03-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA DE FIGUEIRO DOS VINHOS_06286;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA SERTÃ_3034;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché -  LOJA DE SETUBAL_7096;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;IX - Intermarché - MIRANDA DO DOURO_ ITMP_9821;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_AMARANTE_1425;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MURTOSA_11456;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SAO BRAS DE ALPORTEL_7564 (ledwall);22-12-2025;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ MONCARAPACHO_ 9637;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE__SÃO BARTOLOMEU DE MESSINES_7851;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ PORTIMAO_ 8274;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ PRAIA DA ROCHA_PORTIMAO_8937;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ LAGOA_2357;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MONCHIQUE_6858;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ VILA NOVA POIARES_1266;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALPORCHINHOS_5916;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ ARMACAO DE PERA_5921;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ QUELUZ/MASSAMA_8255;15-02-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_GANDARA_5038;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ OURÉM_76110;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ CADAVAL_ 8186;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ SAO DOMINGOS DE RANA_05047;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_GAFANHA DA NAZARE_7880;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ JOVIM_ 5943;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VALONGO_9476;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FERREIRA DO ZEZERE_3836;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MERCEANA_7626;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_JUNCAL_07611;16-08-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ PESO DA REGUA_7600;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CAMPO MAIOR_08036;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VILA REAL_5460;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CORUCHE_09935;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALCANEDE_09452;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MONÇÃO_10742_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_OLHAO_7365;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_POVOA DE LANHOSO_1543;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE MONDIM DE BASTO_2217_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_PAREDES_06004_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
02-06-2025;INTERMARCHE_PENAFIEL_76112_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MANGUALDE_6902_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_STA COMBA DAO_6220_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SATAO_8174_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
01-09-2025;INTERMARCHE_ OLIVEIRA DO BAIRRO_2573_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_AMARES_4599_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SEIA_9712_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_STO ANTONIO CAVALEIROS_7958_;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_NELAS_3498 (OLD);03-03-2025;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_TABUA_1314;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_COVILHÃ_4056;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FUNDÃO_9053;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ ACOTEIAS_ALBUFEIRA_9981;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_BELMONTE_1745;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SANTIAGO DO CACEM_10027;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FERREIRAS_ALBUFEIRA_5933;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MONTECHORO_ALBUFEIRA_7334;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SODIMEDRONHEIRA_OLHOS DE AGUA_ALBUFEIRA_6841;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MARCO DE CANAVEZES_1210_não usar;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MIRANDELA_6196;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VIANA DO CASTELO_9099;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VILA DAS AVES_6381;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VIZELA_9062;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CALENDARIO_7290;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FREAMUNDE_10021;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FIGUEIRA DE CASTELO RODRIGO_10842;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MEDA_3452;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MELGAÇO_5372;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALHOS VEDROS_9700;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ LORDELO_8191;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SAO JOAO DA PESQUEIRA_9650;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VALENÇA_8738;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_TRANCOSO_2375;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CELORICO DA BEIRA_1316;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_PAÇOS DE FERREIRA_76116;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_MESAO FRIO_2600;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ARMAMAR_9081;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ELVAS_7850;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ PORTEL_2778;21-04-2026;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ MARCO DE CANAVEZES_1210;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_AREOSA_6571;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ERMESINDE_7872;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_TROFA_6789;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VILA PRAIA DE ANCORA_8578;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_LOUSADA_9061;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VILA NOVA FOZ COA_4465;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ARRAIOLOS_9958;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CUBA_9788;21-04-2026;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SÃO BRÁS DE ALPORTEL_11929;18-07-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALJUSTREL_7502;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VILA VIÇOSA_6726;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_REDONDO _7006;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SILVEIRA_9967;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_EVORA _9697;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FERREGIAL_6224;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALCAINS_8342;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ IDANHA A NOVA_4280;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CASTELO BRANCO_8225;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_PONTE DE SOR_8164;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ALTER DO CHÃO_9725;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_NISA_8070;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_OBIDOS_3291;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_PORTALEGRE_7058;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_ESTREMOZ_4482;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_VIANA DO ALENTEJO_3036;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_CANTANHEDE_76102;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_TORRES NOVAS_02486;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_FAJOES_6642;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
;INTERMARCHE_SANTA IRIA DA AZOIA_7901;05-01-2024;ITMP ALIMENTAR, S.A. - Intermarché
